100::ffff:ffff:ffff:ffff                # prov.alphonso.tv
2606:4700:20::ac43:476a                 # coinzilla.io
2606:4700:20::ac43:476c                 # cdn.adxcontent.com
2606:4700:20::ac43:476d                 # intela.com
2606:4700:20::ac43:4797                 # sdk.starbolt.io
2606:4700:20::ac43:479c                 # iteratehq.com
2606:4700:20::ac43:479d                 # p.metrilo.com
2606:4700:20::ac43:47a0                 # a.heavy-r.com
2606:4700:20::ac43:47b3                 # api.optinmonster.com
2606:4700:20::ac43:47b8                 # static.cleverpush.com
2606:4700:20::ac43:47c4                 # www.updatestar.com
2606:4700:20::ac43:47d5                 # google-shopping.sapoapps.vn
2606:4700:20::ac43:47d8                 # youtransfer.net
2606:4700:20::ac43:480d                 # a5.overclockers.ua
2606:4700:20::ac43:4813                 # aso1.net
2606:4700:20::ac43:4821                 # linker.adsee.jp
2606:4700:20::ac43:482a                 # app.getwoohoo.com
2606:4700:20::ac43:4839                 # track.segmetrics.io
2606:4700:20::ac43:484c                 # theadsparks.com
2606:4700:20::ac43:486c                 # api.bee7.com
2606:4700:20::ac43:4871                 # ads.freeonlinegames.com
2606:4700:20::ac43:4878                 # marketing.desertcart.com
2606:4700:20::ac43:4884                 # host-it.co.uk
2606:4700:20::ac43:4889                 # brightcom.com
2606:4700:20::ac43:4892                 # madinad.com
2606:4700:20::ac43:489c                 # twotreymedia10001697.o18.click
2606:4700:20::ac43:48a3                 # nationalcasino.co
2606:4700:20::ac43:48a6                 # track.vtcnews.vn
2606:4700:20::ac43:48ac                 # geo.digitalpoint.com
2606:4700:20::ac43:48c9                 # adserver.lag.vn
2606:4700:20::ac43:48cc                 # akcapitalone.com
2606:4700:20::ac43:48d0                 # cdn.gameads.io
2606:4700:20::ac43:48d6                 # feeds.videosz.com
2606:4700:20::ac43:48d8                 # widget.subiz.net
2606:4700:20::ac43:48da                 # adimg.com.com
2606:4700:20::ac43:48fc                 # mylead.global
2606:4700:20::ac43:4901                 # xad.dnoticias.pt
2606:4700:20::ac43:4907                 # filmsexeporno.com
2606:4700:20::ac43:4919                 # adapex.io
2606:4700:20::ac43:495a                 # evadav.com
2606:4700:20::ac43:4960                 # cdn2.admatic.com.tr
2606:4700:20::ac43:4965                 # g1.idg.pl
2606:4700:20::ac43:4973                 # zetreview.com
2606:4700:20::ac43:4987                 # cdn.orangeclickmedia.com
2606:4700:20::ac43:498a                 # api.prooffactor.com
2606:4700:20::ac43:4997                 # pbg2cs01.doteasy.com
2606:4700:20::ac43:49a2                 # static.vliplatform.com
2606:4700:20::ac43:49c7                 # adhub.media
2606:4700:20::ac43:49d5                 # danbo.org
2606:4700:20::ac43:49ef                 # ad.parom.hu
2606:4700:20::ac43:49f2                 # apptornado.com
2606:4700:20::ac43:49f7                 # s.206ads.com
2606:4700:20::ac43:49fe                 # qd.admetricspro.com
2606:4700:20::ac43:4a02                 # clients-api.pushengage.com
2606:4700:20::ac43:4a09                 # cdn-cf.postitial.com
2606:4700:20::ac43:4a0e                 # ads1.opensubtitles.org
2606:4700:20::ac43:4a15                 # tags.premiumads.com.br
2606:4700:20::ac43:4a24                 # bidgear.com
2606:4700:20::ac43:4a28                 # pool.distilled.ie
2606:4700:20::ac43:4a36                 # trackifyx.redretarget.com
2606:4700:20::ac43:4a45                 # adimages.earthweb.com
2606:4700:20::ac43:4a4c                 # adserver.diariodosertao.com.br
2606:4700:20::ac43:4a5a                 # recapture.io
2606:4700:20::ac43:4a5d                 # cpagrip.com
2606:4700:20::ac43:4a65                 # funfone.me
2606:4700:20::ac43:4aa7                 # o0.winfuture.de
2606:4700:20::ac43:4ab5                 # static.trackuity.com
2606:4700:20::ac43:4aba                 # t.dtscdn.com
2606:4700:20::ac43:4acf                 # warnermediagroup-com.videoplayerhub.com
2606:4700:20::ac43:4ad8                 # media.proadscdn.com
2606:4700:20::ac43:4adc                 # tracking.wisepops.com
2606:4700:20::ac43:4ae2                 # allprizesforme.com
2606:4700:20::ac43:4ae4                 # wrapper.fileplanet.com
2606:4700:20::ac43:4ae9                 # smrtb.com
2606:4700:20::ac43:4af3                 # hn.inspectlet.com
2606:4700:20::ac43:4af5                 # tru.am
2606:4700:20::ac43:4af8                 # adserver.generationiron.com
2606:4700:20::ac43:4b09                 # dimcar2--9a29f170187e11f19fed42dde27851f2.web.val.run
2606:4700:20::ac43:4b4b                 # czilladx.com
2606:4700:20::ac43:4b5d                 # ipstack.com
2606:4700:20::ac43:4b7a                 # dmp.rtbsrv.com
2606:4700:20::ac43:4bcd                 # ado.pro-market.net
2606:4700:20::ac43:4bf1                 # script.4dex.io
2606:4700:20::ac43:73a1                 # analytics.ostr.io
2606:4700:3030::6815:1036               # www.xxxnations.com
2606:4700:3030::6815:103c               # grammarcheckx.com
2606:4700:3030::6815:10eb               # www.vulkanvegas-za-darmo.com
2606:4700:3030::6815:10fd               # cartoonpornguide.com
2606:4700:3030::6815:114d               # lgsvq.com
2606:4700:3030::6815:119c               # polskavolrarepplatqai.com
2606:4700:3030::6815:121f               # nucleusall.sbs
2606:4700:3030::6815:1274               # webgains.com
2606:4700:3030::6815:1276               # webmedic.fr
2606:4700:3030::6815:1298               # abboznormo.rest
2606:4700:3030::6815:12a9               # my-rewardsvault.com
2606:4700:3030::6815:130c               # animal36.com
2606:4700:3030::6815:14da               # tpmedia.online
2606:4700:3030::6815:14ed               # wayforgentleseasons.com
2606:4700:3030::6815:1567               # www.spinwithvegas.com
2606:4700:3030::6815:15c                # www.watchvideo.pl
2606:4700:3030::6815:15ed               # www.xuser.casa
2606:4700:3030::6815:16c1               # cdn.imhd.io
2606:4700:3030::6815:179a               # home-4010351.world
2606:4700:3030::6815:19f8               # ads.tracking202.com
2606:4700:3030::6815:1a9                # olx.zakupy5832752.click
2606:4700:3030::6815:1a93               # www.glikotril.fair-2sale.com
2606:4700:3030::6815:1abd               # pussysaga.com
2606:4700:3030::6815:1b3e               # www.vinted.servlce-lnfo3893.com
2606:4700:3030::6815:1b7c               # blockadblock.com
2606:4700:3030::6815:1bd6               # adcel.co
2606:4700:3030::6815:1bfc               # pl-543.sbs
2606:4700:3030::6815:1c50               # www.interactivebrands.com
2606:4700:3030::6815:1c89               # www.qedirea.com
2606:4700:3030::6815:1ce6               # filman-pl.cc
2606:4700:3030::6815:1d1b               # ad4mat.de
2606:4700:3030::6815:1db7               # suxqa.com
2606:4700:3030::6815:1db8               # www.zotostaw.com
2606:4700:3030::6815:1db9               # vinted.pl-95091875.sbs
2606:4700:3030::6815:1e4e               # onyxironvault.de
2606:4700:3030::6815:1e57               # adexchangedirect.com
2606:4700:3030::6815:1e82               # www.free-gluten.ru
2606:4700:3030::6815:1f5a               # www.mszalive.pl
2606:4700:3030::6815:1f94               # 121phonesex.co.uk
2606:4700:3030::6815:2099               # redherring.ngadcenter.net
2606:4700:3030::6815:212f               # qyloxentra-pl.com
2606:4700:3030::6815:219                # woverb.sbs
2606:4700:3030::6815:22b8               # kupmoda.com
2606:4700:3030::6815:234b               # sg6quant.com
2606:4700:3030::6815:24ea               # www.lykose.life
2606:4700:3030::6815:251b               # analyticssystems.net
2606:4700:3030::6815:2563               # vinted.pl-292739262910028zamowienie92736l72f82627.sbs
2606:4700:3030::6815:2635               # tyghnm.com
2606:4700:3030::6815:26f6               # 293743038596.click
2606:4700:3030::6815:2724               # 2mpact.com
2606:4700:3030::6815:2763               # authstep107-booking.info
2606:4700:3030::6815:2777               # 5tysiecy.pl
2606:4700:3030::6815:27db               # filefortune.com
2606:4700:3030::6815:27f0               # clicksor.com
2606:4700:3030::6815:280f               # 03p.info
2606:4700:3030::6815:28c0               # www.cpm20.com
2606:4700:3030::6815:29a9               # 3badmonkeys.com
2606:4700:3030::6815:29c8               # adserver01.de
2606:4700:3030::6815:29f5               # pl-1060217.icu
2606:4700:3030::6815:2a26               # ghktrondvelmoskverta.pro
2606:4700:3030::6815:2a6a               # www.leadgreed.com
2606:4700:3030::6815:2a7e               # ads-api.playfun.vn
2606:4700:3030::6815:2aca               # xen-media.com
2606:4700:3030::6815:2b72               # nqslmtuswqdz.com
2606:4700:3030::6815:2c24               # www.kredytynasms.pl
2606:4700:3030::6815:2c43               # clickngo.pro
2606:4700:3030::6815:2cf1               # adrazzi.com
2606:4700:3030::6815:2d0c               # hungaryexpres.com
2606:4700:3030::6815:2d3b               # cloudtokenwallet.com
2606:4700:3030::6815:2da5               # inorresaud.rest
2606:4700:3030::6815:2e0a               # www.airybotsh.pro
2606:4700:3030::6815:2e2e               # linknotification.com
2606:4700:3030::6815:2e4c               # p.profistats.net
2606:4700:3030::6815:2e6                # www.profitobody.com
2606:4700:3030::6815:2e74               # randkazukrainka.pl
2606:4700:3030::6815:2eba               # neocounter.neoworx-blog-tools.net
2606:4700:3030::6815:2ebe               # kinotek.pl
2606:4700:3030::6815:2f6b               # www.markethelper.name
2606:4700:3030::6815:2fdf               # ghirvonteskhalda.info
2606:4700:3030::6815:311b               # beacon.errorception.com
2606:4700:3030::6815:313f               # vinted.pl-4890148.sbs
2606:4700:3030::6815:3176               # www.expmeet.live
2606:4700:3030::6815:31c1               # pl-49918513.sbs
2606:4700:3030::6815:31c6               # browsergames2019.com
2606:4700:3030::6815:31e4               # goldflame.com
2606:4700:3030::6815:329c               # pl-927278288zamowienie726378373cl.sbs
2606:4700:3030::6815:3364               # offerimage.com
2606:4700:3030::6815:3512               # aff.indirdik.com
2606:4700:3030::6815:351d               # wms-tools.com
2606:4700:3030::6815:36b                # roadwide.net
2606:4700:3030::6815:3730               # music.getyesappz1.com
2606:4700:3030::6815:37e1               # omnihandling.followthekindness.de
2606:4700:3030::6815:3889               # funnelchair.com
2606:4700:3030::6815:38a1               # pl-t636444236.sbs
2606:4700:3030::6815:3907               # www.cakeglobal-offers.com
2606:4700:3030::6815:3a5c               # ol-xpaczka.rsthebest3489.sbs
2606:4700:3030::6815:3ac3               # abp.smartadcheck.de
2606:4700:3030::6815:3b6c               # rustdesk.co.nz
2606:4700:3030::6815:3b86               # calderiongroup.pro
2606:4700:3030::6815:3bc0               # vinted.pl-634262647538734674274387347437574563.cyou
2606:4700:3030::6815:3ed4               # imlexotrust.pl
2606:4700:3030::6815:3eef               # oblentarivost.info
2606:4700:3030::6815:3fa3               # 347859894035898888.click
2606:4700:3030::6815:4050               # www.zydejye.com
2606:4700:3030::6815:40ba               # www.golden-pulse-ai.net
2606:4700:3030::6815:41d8               # ulventashtrekka.top
2606:4700:3030::6815:4222               # www.npttech.com
2606:4700:3030::6815:43ca               # www.wt829a.pl
2606:4700:3030::6815:44b8               # accidentadvicehelpline.co.uk
2606:4700:3030::6815:45                 # akwow.sbs
2606:4700:3030::6815:45e0               # optimized-by.4wnetwork.com
2606:4700:3030::6815:4625               # newcracks.net
2606:4700:3030::6815:476b               # www.gojiberry500.pl
2606:4700:3030::6815:47f6               # www.hostingcloud.science
2606:4700:3030::6815:48d7               # simplehitcounter.com
2606:4700:3030::6815:4907               # fjellkarta.pro
2606:4700:3030::6815:495f               # pl-5435124135.sbs
2606:4700:3030::6815:49bf               # flarecitadeld.top
2606:4700:3030::6815:4b4e               # dreamovez.com
2606:4700:3030::6815:4c33               # jperrycom.com
2606:4700:3030::6815:4c34               # www.hitmaster.de
2606:4700:3030::6815:4cae               # fasterfiles.net
2606:4700:3030::6815:4db1               # uwov5.bond
2606:4700:3030::6815:4e85               # runawaygallery.com
2606:4700:3030::6815:4e90               # www.pornsite123.com
2606:4700:3030::6815:4ebc               # www.freeforums.org
2606:4700:3030::6815:4ece               # crystalcavestudio.click
2606:4700:3030::6815:4f61               # chelbruntkovella.pro
2606:4700:3030::6815:4fdb               # stats.hyperinzerce.cz
2606:4700:3030::6815:503f               # westerntaneyfire.com
2606:4700:3030::6815:507a               # eskimarbello.info
2606:4700:3030::6815:5086               # www.oderkaopole.pl
2606:4700:3030::6815:5141               # www.zezocee.pro
2606:4700:3030::6815:525b               # biedronka-free.shop
2606:4700:3030::6815:52d1               # babel.innertrends.com
2606:4700:3030::6815:5372               # podatki.securesbill.com
2606:4700:3030::6815:539d               # btrack.homedy.com
2606:4700:3030::6815:5566               # moplih.com
2606:4700:3030::6815:5575               # analytics.zatomac.vn
2606:4700:3030::6815:5582               # foldexmoon.fun
2606:4700:3030::6815:55a4               # risklurefugo.com
2606:4700:3030::6815:5633               # mediterrianbest.com
2606:4700:3030::6815:5658               # statdynamic.com
2606:4700:3030::6815:576                # adonspot.com
2606:4700:3030::6815:5826               # caseifonte.info
2606:4700:3030::6815:582c               # raventonmedia.top
