2001:1600:13:100:f816:3eff:fea0:1ae7    # madskis.com
2606:4700:20::681a:173                  # adsby.io
2606:4700:20::681a:180                  # a.deadlinefunnel.com
2606:4700:20::681a:18a                  # adquery.io
2606:4700:20::681a:18c                  # banners.defenceweb.co.za
2606:4700:20::681a:19                   # o18.click
2606:4700:20::681a:19f                  # agmtrk.com
2606:4700:20::681a:1a5                  # cryptomcw.com
2606:4700:20::681a:1ac                  # trackerrr.com
2606:4700:20::681a:1b                   # xad.dnoticias.pt
2606:4700:20::681a:1b2                  # oakbustrp.com
2606:4700:20::681a:1c9                  # mer.stdout.cz
2606:4700:20::681a:1d                   # linker.hr
2606:4700:20::681a:1d6                  # cdn.adxcontent.com
2606:4700:20::681a:1d9                  # adrotic.girlonthenet.com
2606:4700:20::681a:1dc                  # plx.tik.porn
2606:4700:20::681a:1e                   # app.ardalio.com
2606:4700:20::681a:1e1                  # go2bdmbet.com
2606:4700:20::681a:1ea                  # labeldollars.com
2606:4700:20::681a:1f5                  # adnami.io
2606:4700:20::681a:205                  # updated.com
2606:4700:20::681a:208                  # utillib.xyz
2606:4700:20::681a:209                  # analytics.verfacto.com
2606:4700:20::681a:20d                  # statistics.daktilo.com
2606:4700:20::681a:213                  # w.ifrype.com
2606:4700:20::681a:214                  # popcash.net
2606:4700:20::681a:218                  # chocolatine.apexlegendsstatus.com
2606:4700:20::681a:22f                  # tracker.cdn-moneysmart.com
2606:4700:20::681a:235                  # showmebars.com
2606:4700:20::681a:24                   # ads-api.videy.co
2606:4700:20::681a:244                  # analytics.codigo.se
2606:4700:20::681a:25                   # stapecdn.com
2606:4700:20::681a:252                  # campaign-remp.444.hu
2606:4700:20::681a:255                  # beam-tracker.telex.hu
2606:4700:20::681a:256                  # analytics.tebilisim.com
2606:4700:20::681a:25e                  # cdn.wuyou.ca
2606:4700:20::681a:261                  # plx.pornes.xxx
2606:4700:20::681a:26b                  # bidgear.com
2606:4700:20::681a:26e                  # track.gaconnector.com
2606:4700:20::681a:275                  # tracking.tekoapis.com
2606:4700:20::681a:278                  # adv-front.devpnd.com
2606:4700:20::681a:27c                  # analytics-cms.whitebeard.me
2606:4700:20::681a:28b                  # popcent.net
2606:4700:20::681a:29f                  # kapetracking.com
2606:4700:20::681a:2a                   # api.taggrs.io
2606:4700:20::681a:2ab                  # abc.hkepc.net
2606:4700:20::681a:2b6                  # cdn.metrike.com
2606:4700:20::681a:2ba                  # push.getbeamer.com
2606:4700:20::681a:2c1                  # push.knd.ro
2606:4700:20::681a:2c2                  # proranktracker.com
2606:4700:20::681a:2de                  # cdntrf.com
2606:4700:20::681a:2ea                  # aso1.net
2606:4700:20::681a:2f2                  # placeholder.treeum.net
2606:4700:20::681a:2f9                  # stats.vidyome.com
2606:4700:20::681a:305                  # updated.com
2606:4700:20::681a:308                  # utillib.xyz
2606:4700:20::681a:309                  # analytics.verfacto.com
2606:4700:20::681a:30d                  # statistics.daktilo.com
2606:4700:20::681a:313                  # w.ifrype.com
2606:4700:20::681a:314                  # popcash.net
2606:4700:20::681a:318                  # chocolatine.apexlegendsstatus.com
2606:4700:20::681a:32f                  # tracker.cdn-moneysmart.com
2606:4700:20::681a:335                  # showmebars.com
2606:4700:20::681a:344                  # analytics.codigo.se
2606:4700:20::681a:352                  # campaign-remp.444.hu
2606:4700:20::681a:355                  # beam-tracker.telex.hu
2606:4700:20::681a:356                  # analytics.tebilisim.com
2606:4700:20::681a:35e                  # cdn.wuyou.ca
2606:4700:20::681a:361                  # plx.pornes.xxx
2606:4700:20::681a:36b                  # bidgear.com
2606:4700:20::681a:36e                  # track.gaconnector.com
2606:4700:20::681a:375                  # tracking.tekoapis.com
2606:4700:20::681a:378                  # adv-front.devpnd.com
2606:4700:20::681a:37c                  # analytics-cms.whitebeard.me
2606:4700:20::681a:38b                  # popcent.net
2606:4700:20::681a:39f                  # kapetracking.com
2606:4700:20::681a:3ab                  # abc.hkepc.net
2606:4700:20::681a:3b                   # conversions.genieventures.co.uk
2606:4700:20::681a:3b6                  # cdn.metrike.com
2606:4700:20::681a:3ba                  # push.getbeamer.com
2606:4700:20::681a:3c1                  # push.knd.ro
2606:4700:20::681a:3c2                  # proranktracker.com
2606:4700:20::681a:3de                  # cdntrf.com
2606:4700:20::681a:3ea                  # aso1.net
2606:4700:20::681a:3f2                  # placeholder.treeum.net
2606:4700:20::681a:3f9                  # stats.vidyome.com
2606:4700:20::681a:4                    # ads.ipfighter.com
2606:4700:20::681a:405                  # metrics.userguiding.com
2606:4700:20::681a:407                  # waust.at
2606:4700:20::681a:411                  # wall.vgr.com
2606:4700:20::681a:42f                  # ad.parom.hu
2606:4700:20::681a:43c                  # hrahdmon.com
2606:4700:20::681a:442                  # track.hydro.online
2606:4700:20::681a:448                  # analytics.slidesai.io
2606:4700:20::681a:44a                  # pushinpage.com
2606:4700:20::681a:45                   # cpalead.com
2606:4700:20::681a:450                  # go2crystalroll.com
2606:4700:20::681a:452                  # ekamsply.com
2606:4700:20::681a:45e                  # apptornado.com
2606:4700:20::681a:46                   # cdn.defractal.com
2606:4700:20::681a:46b                  # brtsumthree.com
2606:4700:20::681a:474                  # storageimagedisplay.com
2606:4700:20::681a:478                  # ssm.codes
2606:4700:20::681a:47e                  # related.hu
2606:4700:20::681a:48                   # adsystem.simplemachines.org
2606:4700:20::681a:488                  # u.btserve.com
2606:4700:20::681a:48f                  # rum.corewebvitals.io
2606:4700:20::681a:492                  # bilsyndication.com
2606:4700:20::681a:494                  # adimg.com.com
2606:4700:20::681a:4b6                  # events.reclamefolder.nl
2606:4700:20::681a:4ba                  # collector.superwall.me
2606:4700:20::681a:4d3                  # collector.wawlabs.com
2606:4700:20::681a:4d8                  # freestar.io
2606:4700:20::681a:4e2                  # ads.ennaharonline.com
2606:4700:20::681a:4e7                  # pubfuture-ad.com
2606:4700:20::681a:4e9                  # pixel.fohr.co
2606:4700:20::681a:4ea                  # rtxrtb.com
2606:4700:20::681a:4f1                  # ads4g.pl
2606:4700:20::681a:505                  # metrics.userguiding.com
2606:4700:20::681a:507                  # waust.at
2606:4700:20::681a:511                  # wall.vgr.com
2606:4700:20::681a:52f                  # ad.parom.hu
2606:4700:20::681a:53c                  # hrahdmon.com
2606:4700:20::681a:542                  # track.hydro.online
2606:4700:20::681a:548                  # analytics.slidesai.io
2606:4700:20::681a:54a                  # pushinpage.com
2606:4700:20::681a:550                  # go2crystalroll.com
2606:4700:20::681a:552                  # ekamsply.com
2606:4700:20::681a:55e                  # apptornado.com
2606:4700:20::681a:56b                  # brtsumthree.com
2606:4700:20::681a:574                  # storageimagedisplay.com
2606:4700:20::681a:578                  # ssm.codes
2606:4700:20::681a:57e                  # related.hu
2606:4700:20::681a:588                  # u.btserve.com
2606:4700:20::681a:58f                  # rum.corewebvitals.io
2606:4700:20::681a:592                  # bilsyndication.com
2606:4700:20::681a:594                  # adimg.com.com
2606:4700:20::681a:5b6                  # events.reclamefolder.nl
2606:4700:20::681a:5ba                  # collector.superwall.me
2606:4700:20::681a:5d3                  # collector.wawlabs.com
2606:4700:20::681a:5d8                  # freestar.io
2606:4700:20::681a:5e2                  # ads.ennaharonline.com
2606:4700:20::681a:5e7                  # pubfuture-ad.com
2606:4700:20::681a:5e9                  # pixel.fohr.co
2606:4700:20::681a:5ea                  # rtxrtb.com
2606:4700:20::681a:5f1                  # ads4g.pl
2606:4700:20::681a:608                  # traffic.nvcms.net
2606:4700:20::681a:611                  # get.cryptobrowser.site
2606:4700:20::681a:613                  # yourwebbars.com
2606:4700:20::681a:61f                  # analytics.moneycat.vn
2606:4700:20::681a:631                  # collector5.zipy.ai
2606:4700:20::681a:63a                  # stats.indianpornempire.com
2606:4700:20::681a:647                  # pulse.shopflo.com
2606:4700:20::681a:657                  # iads.staticscdn.net
2606:4700:20::681a:66                   # crossadsapi.ecomobileapp.com
2606:4700:20::681a:663                  # pt.wisernotify.com
2606:4700:20::681a:66c                  # placetobeforever.com
2606:4700:20::681a:66e                  # fairfaxmedia.sharedcount.com
2606:4700:20::681a:680                  # watchetifuters.cloud
2606:4700:20::681a:681                  # dash.getsitecontrol.com
2606:4700:20::681a:688                  # gameads.io
2606:4700:20::681a:68e                  # insights-mxp.coursecareers.com
2606:4700:20::681a:695                  # track.shrinkplus.com
2606:4700:20::681a:69f                  # bm.annonce.cz
2606:4700:20::681a:6a0                  # o18.link
2606:4700:20::681a:6ba                  # ad.luxnet.ua
2606:4700:20::681a:6bd                  # onlinepromogift.com
2606:4700:20::681a:6cf                  # analytics.contentexchange.me
2606:4700:20::681a:6d2                  # plausible.paimon.moe
2606:4700:20::681a:6d3                  # plx.pornototale.com
2606:4700:20::681a:6d6                  # tracker.iplocation.net
2606:4700:20::681a:6db                  # imp.datafyhq.com
2606:4700:20::681a:6df                  # cdn.eksiup.com
2606:4700:20::681a:6e3                  # swinity.com
2606:4700:20::681a:6e5                  # platform.iteratehq.com
2606:4700:20::681a:6e6                  # cdn-redirector.glopal.com
2606:4700:20::681a:6f0                  # optimizer.apiswidget.com
2606:4700:20::681a:6f9                  # adn.tukif.com
2606:4700:20::681a:6fb                  # web-stat.com
2606:4700:20::681a:7                    # hopghpfa.com
2606:4700:20::681a:708                  # traffic.nvcms.net
2606:4700:20::681a:711                  # get.cryptobrowser.site
2606:4700:20::681a:713                  # yourwebbars.com
2606:4700:20::681a:71f                  # analytics.moneycat.vn
2606:4700:20::681a:73                   # adsby.io
2606:4700:20::681a:731                  # collector5.zipy.ai
2606:4700:20::681a:73a                  # stats.indianpornempire.com
2606:4700:20::681a:747                  # pulse.shopflo.com
2606:4700:20::681a:757                  # iads.staticscdn.net
2606:4700:20::681a:763                  # pt.wisernotify.com
2606:4700:20::681a:76c                  # placetobeforever.com
2606:4700:20::681a:76e                  # fairfaxmedia.sharedcount.com
2606:4700:20::681a:780                  # watchetifuters.cloud
2606:4700:20::681a:781                  # dash.getsitecontrol.com
2606:4700:20::681a:788                  # gameads.io
2606:4700:20::681a:78e                  # insights-mxp.coursecareers.com
2606:4700:20::681a:795                  # track.shrinkplus.com
2606:4700:20::681a:79f                  # bm.annonce.cz
2606:4700:20::681a:7a0                  # o18.link
2606:4700:20::681a:7ba                  # ad.luxnet.ua
2606:4700:20::681a:7bd                  # onlinepromogift.com
2606:4700:20::681a:7cf                  # analytics.contentexchange.me
2606:4700:20::681a:7d2                  # plausible.paimon.moe
2606:4700:20::681a:7d3                  # plx.pornototale.com
2606:4700:20::681a:7d6                  # tracker.iplocation.net
2606:4700:20::681a:7db                  # imp.datafyhq.com
2606:4700:20::681a:7df                  # cdn.eksiup.com
2606:4700:20::681a:7e3                  # swinity.com
2606:4700:20::681a:7e5                  # platform.iteratehq.com
2606:4700:20::681a:7e6                  # cdn-redirector.glopal.com
2606:4700:20::681a:7f0                  # optimizer.apiswidget.com
2606:4700:20::681a:7f9                  # adn.tukif.com
2606:4700:20::681a:7fb                  # web-stat.com
2606:4700:20::681a:8                    # traffic.club
2606:4700:20::681a:80                   # a.deadlinefunnel.com
2606:4700:20::681a:804                  # tp.convertiser.com
2606:4700:20::681a:808                  # eu-1-id5-sync.com
2606:4700:20::681a:817                  # vzbl.eu
2606:4700:20::681a:825                  # nojazz.eu
2606:4700:20::681a:832                  # ediva.gr
2606:4700:20::681a:833                  # events.getmodemagic.com
2606:4700:20::681a:836                  # zcoptry.com
2606:4700:20::681a:842                  # analytics.totalprosports.com
2606:4700:20::681a:850                  # t.raptorsmartadvisor.com
2606:4700:20::681a:852                  # events.api.red.wemesh.ca
2606:4700:20::681a:85a                  # stats.blogg.se
2606:4700:20::681a:86b                  # analytics.vdo.ai
2606:4700:20::681a:879                  # deltraff.com
2606:4700:20::681a:89c                  # adfork.co.kr
2606:4700:20::681a:8a                   # adquery.io
2606:4700:20::681a:8ac                  # adexcite.com
2606:4700:20::681a:8b4                  # stats.itc.ua
2606:4700:20::681a:8b6                  # p.metrilo.com
2606:4700:20::681a:8bc                  # ban.etherscan.com
2606:4700:20::681a:8c                   # banners.defenceweb.co.za
2606:4700:20::681a:8c1                  # stats.img2go.com
2606:4700:20::681a:8cb                  # zcp.zwame.pt
2606:4700:20::681a:8d4                  # sdk.starbolt.io
2606:4700:20::681a:8d8                  # thurnflfant.com
2606:4700:20::681a:8da                  # bt.dns-finder.com
2606:4700:20::681a:8de                  # healthnutritia.com
2606:4700:20::681a:8ed                  # px.adfulplatform.com
2606:4700:20::681a:904                  # tp.convertiser.com
2606:4700:20::681a:908                  # eu-1-id5-sync.com
2606:4700:20::681a:917                  # vzbl.eu
2606:4700:20::681a:925                  # nojazz.eu
2606:4700:20::681a:932                  # ediva.gr
2606:4700:20::681a:933                  # events.getmodemagic.com
2606:4700:20::681a:936                  # zcoptry.com
2606:4700:20::681a:942                  # analytics.totalprosports.com
2606:4700:20::681a:950                  # t.raptorsmartadvisor.com
2606:4700:20::681a:952                  # events.api.red.wemesh.ca
2606:4700:20::681a:95a                  # stats.blogg.se
2606:4700:20::681a:96b                  # analytics.vdo.ai
2606:4700:20::681a:979                  # deltraff.com
2606:4700:20::681a:99c                  # adfork.co.kr
2606:4700:20::681a:9ac                  # adexcite.com
2606:4700:20::681a:9b4                  # stats.itc.ua
2606:4700:20::681a:9b6                  # p.metrilo.com
2606:4700:20::681a:9bc                  # ban.etherscan.com
2606:4700:20::681a:9c1                  # stats.img2go.com
2606:4700:20::681a:9cb                  # zcp.zwame.pt
2606:4700:20::681a:9d4                  # sdk.starbolt.io
2606:4700:20::681a:9d8                  # thurnflfant.com
2606:4700:20::681a:9da                  # bt.dns-finder.com
2606:4700:20::681a:9de                  # healthnutritia.com
2606:4700:20::681a:9ed                  # px.adfulplatform.com
2606:4700:20::681a:9f                   # agmtrk.com
2606:4700:20::681a:a09                  # pixel.nudgify.com
2606:4700:20::681a:a13                  # activity.wisepops.com
2606:4700:20::681a:a19                  # adpone.com
2606:4700:20::681a:a1b                  # xapads.com
2606:4700:20::681a:a24                  # adtoox.com
2606:4700:20::681a:a28                  # fs-loader.com
2606:4700:20::681a:a31                  # banners.haqqin.az
2606:4700:20::681a:a36                  # adn.bursadabugun.com
2606:4700:20::681a:a3d                  # a.thefreedictionary.com
2606:4700:20::681a:a3f                  # foxpush.io
2606:4700:20::681a:a45                  # geoip.nekudo.com
2606:4700:20::681a:a4d                  # cdn.optmn.cloud
2606:4700:20::681a:a4f                  # star-clicks.com
2606:4700:20::681a:a5                   # cryptomcw.com
2606:4700:20::681a:a56                  # tracking.sharplink.us
2606:4700:20::681a:a59                  # giftandgamecentral.com
2606:4700:20::681a:a66                  # ads.uncrate.com
2606:4700:20::681a:a67                  # ad.bitmedia.io
2606:4700:20::681a:a6c                  # feeds.videosz.com
2606:4700:20::681a:a72                  # b.clc2l.com
2606:4700:20::681a:aa4                  # b.trueanthem.com
2606:4700:20::681a:ac                   # trackerrr.com
2606:4700:20::681a:ac6                  # stats.popupmaker.com
2606:4700:20::681a:ad1                  # ad4m.at
2606:4700:20::681a:ada                  # data.minute.ly
2606:4700:20::681a:af2                  # exypnes-idees.gr
2606:4700:20::681a:afa                  # app.crossengage.io
2606:4700:20::681a:b09                  # pixel.nudgify.com
2606:4700:20::681a:b13                  # activity.wisepops.com
2606:4700:20::681a:b19                  # adpone.com
2606:4700:20::681a:b1b                  # xapads.com
2606:4700:20::681a:b2                   # oakbustrp.com
2606:4700:20::681a:b24                  # adtoox.com
2606:4700:20::681a:b28                  # fs-loader.com
2606:4700:20::681a:b31                  # banners.haqqin.az
2606:4700:20::681a:b36                  # adn.bursadabugun.com
2606:4700:20::681a:b3d                  # a.thefreedictionary.com
2606:4700:20::681a:b3f                  # foxpush.io
2606:4700:20::681a:b45                  # geoip.nekudo.com
2606:4700:20::681a:b4d                  # cdn.optmn.cloud
2606:4700:20::681a:b4f                  # star-clicks.com
2606:4700:20::681a:b56                  # tracking.sharplink.us
2606:4700:20::681a:b59                  # giftandgamecentral.com
2606:4700:20::681a:b66                  # ads.uncrate.com
2606:4700:20::681a:b67                  # ad.bitmedia.io
2606:4700:20::681a:b6c                  # feeds.videosz.com
2606:4700:20::681a:b72                  # b.clc2l.com
2606:4700:20::681a:ba4                  # b.trueanthem.com
2606:4700:20::681a:bc6                  # stats.popupmaker.com
2606:4700:20::681a:bd1                  # ad4m.at
2606:4700:20::681a:bda                  # data.minute.ly
2606:4700:20::681a:bf2                  # exypnes-idees.gr
2606:4700:20::681a:bfa                  # app.crossengage.io
2606:4700:20::681a:c04                  # apps-pbd.ctraffic.io
2606:4700:20::681a:c0a                  # plx.gameblog.fr
2606:4700:20::681a:c0f                  # x.castanet.net
2606:4700:20::681a:c16                  # mastermind.com
2606:4700:20::681a:c1f                  # cams.gratis
2606:4700:20::681a:c2a                  # sessions.embeddables.com
